지역,거래유형,주거유형,층조건,근접시설,보증금,월세,평수,설명
성동구,월세,원룸,저층,버스정류장 인접,635,78,6.4,원룸 매물을 소개해드립니다. 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 단지 주변이 한적하고 치안이 좋아 여성분들도 안심하고 거주할 수 있습니다 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다
성동구,월세,원룸,저층,,2133,74,6.9,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 반려동물 키우시는 분들은 입주가 어려운 매물인 점 양해 구합니다 입주 시기는 자유롭게 조절 가능하니 편하게 말씀해 주세요 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요
성동구,월세,원룸,중층,역세권,1607,66,6.1,"원룸 매물을 소개해드립니다. 막힘없는 조망권을 자랑하며, 하루 종일 화사한 햇살이 가득 들어옵니다 입주 시기는 자유롭게 조절 가능하니 편하게 말씀해 주세요 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다"
성동구,월세,원룸,중층,대학가 인근,2651,51,5.4,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 다만 별도 주차 공간은 없는 점 참고 부탁드립니다 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요
성동구,월세,원룸,중층,학교 근처,1254,52,6.0,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다 첫 입주하시는 신축 급 컨디션으로 모든 시설이 최상급입니다 반려동물과 함께 지내실 수 있습니다
성동구,월세,원룸,중층,마트 도보 5분,1228,61,6.8,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요 지상 주차 1대 가능합니다 반려동물 동반은 어려운 매물입니다
성동구,월세,원룸,중층,버스정류장 인접,503,54,8.7,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 소형견 정도는 키우셔도 괜찮은 집이에요
성동구,월세,원룸,중층,,2712,49,5.9,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 기존 세입자분과 일정 조율 후 신속한 입주가 가능합니다 쾌적한 건물 관리를 위해 동물 사육은 금지되어 있으니 참고해 주세요 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다
성동구,월세,원룸,고층,역세권,2771,56,5.2,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 반려동물 동반 입주 가능합니다 지하철역에서 도보 5분 거리인 초역세권이라 출퇴근길이 한결 가벼워집니다 경비실이 운영되고 있어 택배 분실 걱정 없고 안전하게 지내실 수 있습니다
성동구,월세,원룸,고층,대학가 인근,2714,49,7.6,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요 주변이 조용해서 아늑하게 지내기 좋은 동네입니다 양창 구조로 설계되어 채광은 물론 맞바람이 불어 환기에도 탁월합니다
성동구,월세,원룸,고층,학교 근처,578,76,6.9,"학교 근처 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 지정 주차 구역이 따로 없으니 대중교통을 주로 이용하시는 분이 오시면 좋겠어요 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다"
성동구,월세,원룸,고층,마트 도보 5분,1373,65,8.1,마트 도보 5분 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 협의 후 빠른 입주가 가능합니다 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다 반려동물과 함께 지내실 수 있습니다
성동구,월세,원룸,고층,버스정류장 인접,830,76,5.0,깔끔하게 관리된 원룸입니다. 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다 주차가 다소 불편한 환경이라 차량 미소유자분께 우선 권해드립니다 녹지 공간과 산책로가 가까워 도심 속에서 여유를 만끽할 수 있는 동네입니다
성동구,월세,원룸,고층,,2215,67,5.0,깔끔하게 관리된 원룸입니다. 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다
성동구,월세,투룸,반지하,역세권,1222,76,11.0,"투룸 매물을 소개해드립니다. 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 현재 공실 상태라 원하시는 날짜에 언제든 입주하실 수 있어요 반려동물 동반 입주 가능합니다"
성동구,월세,투룸,반지하,대학가 인근,951,59,12.0,투룸 매물을 소개해드립니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요
성동구,월세,투룸,반지하,학교 근처,1021,66,10.2,학교 근처 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다 지정 주차가 가능하여 퇴근 후에도 주차 스트레스가 전혀 없습니다 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요
성동구,월세,투룸,반지하,마트 도보 5분,2923,58,12.8,첫눈에 마음에 쏙 드실 만한 투룸을 들고 왔습니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 지상 주차 1대 가능합니다 협의 후 빠른 입주가 가능합니다
성동구,월세,투룸,반지하,버스정류장 인접,901,75,12.7,깔끔하게 관리된 투룸입니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 내외부 모두 깔끔하게 유지보수되어 손볼 곳 없이 바로 생활 가능합니다 지정 주차가 가능하여 퇴근 후에도 주차 스트레스가 전혀 없습니다
성동구,월세,투룸,반지하,,2160,53,11.1,댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다 주변이 조용해서 아늑하게 지내기 좋은 동네입니다 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요 내외부 모두 깔끔하게 유지보수되어 손볼 곳 없이 바로 생활 가능합니다
성동구,월세,투룸,1층,역세권,1875,84,14.4,투룸 매물을 소개해드립니다. 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 세대당 1대 무료 주차가 제공되는 큰 장점이 있는 집입니다
성동구,월세,투룸,1층,대학가 인근,1359,82,14.5,깔끔하게 관리된 투룸입니다. 반려동물 동반 입주 가능합니다 첫 입주하시는 신축 급 컨디션으로 모든 시설이 최상급입니다 지정 주차가 가능하여 퇴근 후에도 주차 스트레스가 전혀 없습니다
성동구,월세,투룸,1층,학교 근처,2007,84,14.8,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 최근에 지어진 신축 건물이라 시설이 깨끗합니다 골목 안쪽에 위치해 있어 밤에도 비교적 조용한 편이에요 현재 공실 상태라 원하시는 날짜에 언제든 입주하실 수 있어요
성동구,월세,투룸,1층,마트 도보 5분,1920,75,12.5,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 반려동물 동반 입주 가능합니다 연식은 조금 되었지만 관리가 워낙 잘 되어 세월의 흔적이 느껴지지 않아요 즉시 입주가 가능해서 바로 짐을 옮기실 수 있어요
성동구,월세,투룸,1층,버스정류장 인접,1040,81,15.4,"버스정류장 인접 위치라 이동이 편리합니다. 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 골목 안쪽에 위치해 있어 밤에도 비교적 조용한 편이에요 반려동물 동반 입주 가능합니다"
성동구,월세,투룸,1층,,1796,47,13.4,첫눈에 마음에 쏙 드실 만한 투룸을 들고 왔습니다. 지하철역에서 도보 5분 거리인 초역세권이라 출퇴근길이 한결 가벼워집니다 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요 소형견 정도는 키우셔도 괜찮은 집이에요
성동구,월세,투룸,저층,역세권,2578,79,12.0,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 반려동물 동반 입주 가능합니다
성동구,월세,투룸,저층,대학가 인근,2756,53,10.7,투룸 매물을 소개해드립니다. 인근 공영주차장을 이용하셔야 하므로 차량이 없으신 분들께 추천해 드립니다 소형견 정도는 키우셔도 괜찮은 집이에요 남향이라 채광이 좋아 낮에 불을 안 켜도 될 정도입니다
성동구,월세,투룸,저층,학교 근처,1978,87,12.4,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 즉시 입주가 가능해서 바로 짐을 옮기실 수 있어요 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다
성동구,월세,투룸,저층,마트 도보 5분,1351,54,11.8,마트 도보 5분 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 최근에 지어진 신축 건물이라 시설이 깨끗합니다 다만 반려동물은 함께하실 수 없는 점 양해 부탁드립니다
성동구,월세,투룸,저층,버스정류장 인접,1261,57,15.0,버스정류장 인접 위치라 이동이 편리합니다. 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요 반려동물과 함께 지내실 수 있습니다 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다
성동구,월세,투룸,저층,,1502,76,10.2,반려동물과 함께 지내실 수 있습니다 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다
성동구,월세,투룸,중층,역세권,1809,54,12.8,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 소형견 정도는 키우셔도 괜찮은 집이에요 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다
성동구,월세,투룸,중층,대학가 인근,1984,62,10.6,대학가 인근 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 지은 지 얼마 안 된 건물이라 내부가 깔끔한 편입니다 주차가 다소 불편한 환경이라 차량 미소유자분께 우선 권해드립니다 기존 세입자분과 일정 조율 후 신속한 입주가 가능합니다
성동구,월세,투룸,중층,학교 근처,977,49,14.9,"투룸 매물을 소개해드립니다. 막힘없는 조망권을 자랑하며, 하루 종일 화사한 햇살이 가득 들어옵니다 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다"
성동구,월세,투룸,중층,마트 도보 5분,577,49,14.6,"첫눈에 마음에 쏙 드실 만한 투룸을 들고 왔습니다. 막힘없는 조망권을 자랑하며, 하루 종일 화사한 햇살이 가득 들어옵니다 반려동물과 함께 지내실 수 있습니다 최근에 지어진 신축 건물이라 시설이 깨끗합니다"
성동구,월세,투룸,중층,버스정류장 인접,1939,56,10.2,깔끔하게 관리된 투룸입니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다 세대당 1대 무료 주차가 제공되는 큰 장점이 있는 집입니다
성동구,월세,투룸,중층,,517,79,15.8,"투룸 매물을 소개해드립니다. 막힘없는 조망권을 자랑하며, 하루 종일 화사한 햇살이 가득 들어옵니다 반려동물 키우시는 분들은 입주가 어려운 매물인 점 양해 구합니다 인근 공영주차장을 이용하셔야 하므로 차량이 없으신 분들께 추천해 드립니다"
성동구,월세,투룸,고층,역세권,951,74,13.1,첫눈에 마음에 쏙 드실 만한 투룸을 들고 왔습니다. 첫 입주하시는 신축 급 컨디션으로 모든 시설이 최상급입니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다
성동구,월세,투룸,고층,대학가 인근,2005,88,11.1,"가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 지은 지 얼마 안 된 건물이라 내부가 깔끔한 편입니다 지하철역에서 도보 5분 거리인 초역세권이라 출퇴근길이 한결 가벼워집니다"
성동구,월세,투룸,고층,학교 근처,2883,62,13.6,가성비와 컨디션을 모두 잡은 보기 드문 투룸입니다. 기존 세입자분과 일정 조율 후 신속한 입주가 가능합니다 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다 오전부터 오후까지 해가 잘 들어와 집안 전체가 따스하고 포근해요
성동구,월세,투룸,고층,마트 도보 5분,2067,56,13.6,마트 도보 5분 위치라 이동이 편리합니다. 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다
성동구,월세,투룸,고층,버스정류장 인접,2262,47,15.3,투룸 매물을 소개해드립니다. 경비실이 운영되고 있어 택배 분실 걱정 없고 안전하게 지내실 수 있습니다 지상 주차 1대 가능합니다 반려동물 동반 입주 가능합니다
성동구,월세,투룸,고층,,2768,87,14.1, 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다
성동구,월세,오피스텔,반지하,역세권,610,82,11.6,가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 지상 주차 1대 가능합니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 다음 달 초부터 입주하실 수 있습니다
성동구,월세,오피스텔,반지하,대학가 인근,2423,89,10.5,대학가 인근 위치라 이동이 편리합니다. 단지 주변이 한적하고 치안이 좋아 여성분들도 안심하고 거주할 수 있습니다 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요 즉시 입주가 가능해서 바로 짐을 옮기실 수 있어요
성동구,월세,오피스텔,반지하,학교 근처,808,76,12.0,학교 근처 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 건물 내 주차 공간이 마련되어 있어 차량 소유자분들도 편하게 지내실 수 있습니다 반려동물 동반 입주 가능합니다 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다
성동구,월세,오피스텔,반지하,마트 도보 5분,1736,86,10.0,마트 도보 5분 위치라 이동이 편리합니다. 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 주차가 다소 불편한 환경이라 차량 미소유자분께 우선 권해드립니다
성동구,월세,오피스텔,반지하,버스정류장 인접,2682,62,11.9,첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 지상 주차 1대 가능합니다 다만 반려동물은 함께하실 수 없는 점 양해 부탁드립니다
성동구,월세,오피스텔,반지하,,1593,71,11.9,가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 지상 주차 1대 가능합니다 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다
성동구,월세,오피스텔,1층,역세권,1637,61,11.0,깔끔하게 관리된 오피스텔입니다. 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다 건물 내 주차 공간이 마련되어 있어 차량 소유자분들도 편하게 지내실 수 있습니다 반려동물과 함께 지내실 수 있습니다
성동구,월세,오피스텔,1층,대학가 인근,1466,53,7.7,"가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 반려동물과 함께 지내실 수 있습니다 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 지하철역에서 도보 5분 거리인 초역세권이라 출퇴근길이 한결 가벼워집니다"
성동구,월세,오피스텔,1층,학교 근처,2232,60,8.3,오피스텔 매물을 소개해드립니다. 반려동물 동반 입주 가능합니다 대로변과 가깝고 가로등이 밝아 늦은 밤 귀가 시간에도 안심할 수 있어요 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요
성동구,월세,오피스텔,1층,마트 도보 5분,586,64,10.9,마트 도보 5분 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다
성동구,월세,오피스텔,1층,버스정류장 인접,1468,79,12.1,첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 번화가와 가까워 생활 편의시설을 이용하기 편리합니다 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요 지은 지 얼마 안 된 건물이라 내부가 깔끔한 편입니다
성동구,월세,오피스텔,1층,,828,62,11.9,첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요 주요 간선도로 진입이 수월해 자차로 이동하기에 최적의 위치입니다 건물 내 주차 공간이 마련되어 있어 차량 소유자분들도 편하게 지내실 수 있습니다
성동구,월세,오피스텔,저층,역세권,612,89,11.6,가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다 번화가와 가까워 생활 편의시설을 이용하기 편리합니다 입주 시기는 자유롭게 조절 가능하니 편하게 말씀해 주세요
성동구,월세,오피스텔,저층,대학가 인근,1567,53,8.0,대학가 인근 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 현재 공실 상태라 원하시는 날짜에 언제든 입주하실 수 있어요 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다
성동구,월세,오피스텔,저층,학교 근처,1191,89,7.3,학교 근처 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 미니멀 라이프를 선호하시는 1인 가구에게 안성맞춤인 집입니다 반려동물 동반 입주 가능합니다 다음 달 초부터 입주하실 수 있습니다
성동구,월세,오피스텔,저층,마트 도보 5분,1346,72,10.6,마트 도보 5분 위치라 이동이 편리합니다. 반려동물 동반은 어려운 매물입니다 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 구축이지만 리모델링을 마쳐서 생활하기엔 문제없습니다
성동구,월세,오피스텔,저층,버스정류장 인접,1549,83,7.4,버스정류장 인접 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 반려동물 동반 입주 가능합니다 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 세대당 1대 무료 주차가 제공되는 큰 장점이 있는 집입니다
성동구,월세,오피스텔,저층,,2791,53,7.2,깔끔하게 관리된 오피스텔입니다. 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요 다음 달 초부터 입주하실 수 있습니다
성동구,월세,오피스텔,중층,역세권,1580,61,10.1,"첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 붙박이장과 수납공간이 넉넉하게 짜여 있어 짐이 많으신 분들도 깔끔하게 정리 가능해요 주차가 다소 불편한 환경이라 차량 미소유자분께 우선 권해드립니다 막힘없는 조망권을 자랑하며, 하루 종일 화사한 햇살이 가득 들어옵니다"
성동구,월세,오피스텔,중층,대학가 인근,2519,74,7.7,가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 지은 지 얼마 안 된 건물이라 내부가 깔끔한 편입니다 다만 반려동물은 함께하실 수 없는 점 양해 부탁드립니다 24시간 CCTV 가동 및 공동현관 도어락 설치로 보안이 매우 철저합니다
성동구,월세,오피스텔,중층,학교 근처,2540,60,11.1,학교 근처 위치라 이동이 편리합니다. 주변이 조용해서 아늑하게 지내기 좋은 동네입니다 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요 건물 내 주차 공간이 마련되어 있어 차량 소유자분들도 편하게 지내실 수 있습니다
성동구,월세,오피스텔,중층,마트 도보 5분,2355,86,8.9,가성비와 컨디션을 모두 잡은 보기 드문 오피스텔입니다. 최근에 지어진 신축 건물이라 시설이 깨끗합니다 반려동물 키우시는 분들은 입주가 어려운 매물인 점 양해 구합니다 깔끔하고 아늑한 공간을 찾는 사회초년생이나 대학생분들께 적극 추천합니다
성동구,월세,오피스텔,중층,버스정류장 인접,1722,52,9.9,첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다 최근에 지어진 신축 건물이라 시설이 깨끗합니다
성동구,월세,오피스텔,중층,,2230,50,11.9, 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 즉시 입주가 가능해서 바로 짐을 옮기실 수 있어요 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다
성동구,월세,오피스텔,고층,역세권,2417,63,9.6,첫눈에 마음에 쏙 드실 만한 오피스텔을 들고 왔습니다. 소형견 정도는 키우셔도 괜찮은 집이에요 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 최근에 지어진 신축 건물이라 시설이 깨끗합니다
성동구,월세,오피스텔,고층,대학가 인근,1543,67,10.5,대학가 인근 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 양창 구조로 설계되어 채광은 물론 맞바람이 불어 환기에도 탁월합니다 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다
성동구,월세,오피스텔,고층,학교 근처,820,56,11.5,학교 근처 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 댕댕이나 냥이와 함께 입주할 수 있는 귀한 방이랍니다 기존 세입자분과 일정 조율 후 신속한 입주가 가능합니다 첫 입주하시는 신축 급 컨디션으로 모든 시설이 최상급입니다
성동구,월세,오피스텔,고층,마트 도보 5분,858,64,7.8,오피스텔 매물을 소개해드립니다. 대로변과 가깝고 가로등이 밝아 늦은 밤 귀가 시간에도 안심할 수 있어요 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다 반려동물과 함께 지내실 수 있습니다
성동구,월세,오피스텔,고층,버스정류장 인접,589,72,7.7,깔끔하게 관리된 오피스텔입니다. 쾌적한 건물 관리를 위해 동물 사육은 금지되어 있으니 참고해 주세요 인근 공영주차장을 이용하셔야 하므로 차량이 없으신 분들께 추천해 드립니다 연식은 조금 되었지만 관리가 워낙 잘 되어 세월의 흔적이 느껴지지 않아요
성동구,월세,오피스텔,고층,,2496,47,9.4, 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 지하철역에서 도보 5분 거리인 초역세권이라 출퇴근길이 한결 가벼워집니다 주변이 조용해서 아늑하게 지내기 좋은 동네입니다 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다
마포구,전세,원룸,반지하,역세권,28404,0,8.8,역세권 위치라 이동이 편리합니다. 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요 다음 달 초부터 입주하실 수 있습니다
마포구,전세,원룸,반지하,대학가 인근,12297,0,8.5,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요 쾌적한 건물 관리를 위해 동물 사육은 금지되어 있으니 참고해 주세요
마포구,전세,원룸,반지하,학교 근처,29858,0,6.9,"깔끔하게 관리된 원룸입니다. 풀옵션(에어컨, 세탁기, 냉장고 등)이 완비되어 있어 몸만 오시면 됩니다 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 현재 공실 상태라 원하시는 날짜에 언제든 입주하실 수 있어요"
마포구,전세,원룸,반지하,마트 도보 5분,28236,0,5.9,마트 도보 5분 위치라 이동이 편리합니다. 위치하여 직장인과 학생분들께 강력히 추천하는 매물입니다. 반려동물 동반 입주 가능합니다
마포구,전세,원룸,반지하,버스정류장 인접,27801,0,7.7,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 신혼부부가 첫 살림을 시작하기에 더할 나위 없이 좋은 예쁜 공간이에요 사랑스러운 반려동물과 함께 행복한 일상을 시작해 보세요
마포구,전세,원룸,반지하,,24623,0,5.4,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 소형견 정도는 키우셔도 괜찮은 집이에요 자주식 주차 공간이 넉넉하게 확보되어 있어 초보 운전자분도 편리합니다
마포구,전세,원룸,1층,역세권,16038,0,8.3,첫눈에 마음에 쏙 드실 만한 원룸을 들고 왔습니다. 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 다음 달 초부터 입주하실 수 있습니다 동물 사육이 허용된 매물이라 눈치 보지 않고 지내실 수 있습니다
마포구,전세,원룸,1층,대학가 인근,12770,0,8.1,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 다만 반려동물은 함께하실 수 없는 점 양해 부탁드립니다 최근에 지어진 신축 건물이라 시설이 깨끗합니다 다음 달 초부터 입주하실 수 있습니다
마포구,전세,원룸,1층,학교 근처,26140,0,8.5,가성비와 컨디션을 모두 잡은 보기 드문 원룸입니다. 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다 다음 달 초부터 입주하실 수 있습니다 단지 주변이 한적하고 치안이 좋아 여성분들도 안심하고 거주할 수 있습니다
마포구,전세,원룸,1층,마트 도보 5분,29258,0,6.6,깔끔하게 관리된 원룸입니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 인근 공영주차장을 이용하셔야 하므로 차량이 없으신 분들께 추천해 드립니다 다만 반려동물은 함께하실 수 없는 점 양해 부탁드립니다
마포구,전세,원룸,1층,버스정류장 인접,25692,0,7.4,깔끔하게 관리된 원룸입니다. 시스템 에어컨과 빌트인 가구로 공간 활용도를 극대화했습니다 건물 규정상 아쉽게도 반려동물과 함께 거주하는 것은 제한됩니다 최근에 지어진 신축 건물이라 시설이 깨끗합니다
마포구,전세,원룸,1층,,22848,0,6.4,깔끔하게 관리된 원룸입니다. 집 바로 앞에 버스 정류장이 있어 대중교통 이용이 매우 편리한 입지입니다 반려동물 키우시는 분들은 입주가 어려운 매물인 점 양해 구합니다
